retweet,user_name,screen_name,message,bot_probability,row_num,num_words,num_question,num_exclamation,num_digit_screen_name,num_political_word,num_environmental_word,include_retweet,num_hashtag
0.0,JS™,1ChordWonder,"President #Trump tours #Paradise #CampFire. 

#qanon #BLEXIT #PatriotsUnite
#MAGA #WWG1WGA #WalkAway #CaliforniaFires #DEW #PGandE 
#SmartMeters #PatriotsFight 

https://t.co/S8SUF2CKmN",0.004268306222830912,0,17,0,0,1,0,0,1,14
2.0,JS™,1ChordWonder,"RT @JustMy_NameHere: PLEASE #WakeUpAmerica
INFORM YOURSELVES
NO MATTER YOUR RACE, GENDER, RELIGION, WHATEVER...
WE'RE ALL TARGETS OF THEY'R…",0.004268306222830912,0,18,0,0,1,0,0,1,1
957.0,Жаслан,1FFXG17PxqPzKzA,"RT @hannahkauthor: In the long run, it is uncertain whether it will be cold ice age or extremely hot, climate change is real. IT IS SCARY.…",0.972733971137142,0,26,0,0,3,0,1,1,0
0.0,Stevie Marie,1StevieMarie,"IDK how often this is updated, but it looks like it could be helpful. https://t.co/Z2FrjLDc6S #WoolseyFire #CaliforniaFires #Fire",0.002618313192043197,0,18,0,0,1,0,0,0,3
97.0,Stevie Marie,1StevieMarie,"RT @jfreewright: Hey @FoxNews, show your viewers this picture of farm workers toiling against the backdrop of #CaliforniaFires. What harm w…",0.002618313192043197,0,21,0,0,1,0,1,1,1
23.0,Stevie Marie,1StevieMarie,RT @suziday123: Join @Rockyourmessage campaign to help support kids affected by the #CaliforniaFires 🙏🏻❤️ You can donate here  https://t.co…,0.002618313192043197,0,19,0,0,1,0,0,1,1
0.0,Stevie Marie,1StevieMarie,"Updates from about 1-1/2 hours ago. ""Air quality in Northern California becomes worst in the world"" https://t.co/Sv09ihnjn6 #CampFire #WoolseyFire #ParadiseFire #Wildfire #CaliforniaFires #CaliFires #Fire",0.002618313192043197,0,24,0,0,1,0,0,1,7
230.0,Dennis Shanley,1Vermonter,"RT @RichardAngwin: Trump visited California and said they need to rake their forests like they do in Finland to prevent fires.

SERIOUSLY…",0.028225552221050176,0,22,0,0,1,0,0,1,0
36.0,Rhodey 2018💥,1WarMachine2018,"RT @2HawkEye2018: Interior Secretary Ryan Zinke blamed ""environmental radicals"" for the #CaliforniaWildfires that have killed at least 77 p…",0.5387761106184944,0,19,0,0,5,0,0,1,1
366.0,Cj,1WiserWoman,"RT @LVNancy: Liberals have #Shitt for brains,
Their idiotic policies have Burned down our towns and killed our citizens 
.............But a…",0.08590409243653728,0,21,0,0,1,0,0,1,1
511.0,maryann mauro,1atlanticcity,"RT @MariettaPosts: This Is One Grateful  Cat Who Was Just Rescued by One Of The Amazing  Firefighters at The Wildfire in Paradise, Californ…",0.009922300094567935,0,23,0,0,1,0,0,1,0
17.0,Kathleen Ruth,1kathyr,"RT @HelenPhilpot: The southern coast of Finland  has humid continental mild summer, wet all year and the rest of the country is subarctic w…",0.002234495190461976,0,24,0,0,1,0,0,1,0
707.0,Maria Razborska,1mara571,RT @KarimaPacha: Apocalypse now #CaliforniaFires #California https://t.co/T5xTWnSxuo,0.002856940094612955,0,7,0,0,4,0,0,1,2
6.0,InMemoriam,1nmemoriam,RT @DennisPan20181: Can two high school students use machine learning to predict wildfires? https://t.co/nYlcDV8Ibl #CaliforniaFires #innov…,0.6411460843222053,0,16,1,0,1,0,0,1,2
5.0,InMemoriam,1nmemoriam,RT @ResiliencePost: #Contributor #EmergencyManagement #CrisisManagement #NaturalDisaster #RiskManagement #Wildire #CaliforniaFires #Califor…,0.6411460843222053,0,10,0,0,1,0,0,1,8
1.0,InMemoriam,1nmemoriam,"RT @jessdepies: reminder that the effects of any #naturaldisaster are only ""natural"" because of poverty &amp; inequality. disasters hit the poo…",0.6411460843222053,0,21,0,0,1,0,0,1,1
1.0,InMemoriam,1nmemoriam,"RT @jordy__matheson: Understood that the #CaliforniaFires is a #naturaldisaster and lives lost (rip), but why is the #redcross asking for d…",0.6411460843222053,0,21,0,0,1,0,0,1,3
30.0,#1Pant_Fan1,1pantF,"RT @GreekConcert: The youth in Mati, Greece who suffered through the devastating fires themselves a few months ago are sending their prayer…",0.021603216955146852,0,22,0,0,1,0,0,1,0
2.0,Solymar,1phototeach,RT @KFranco82: I hope @GavinNewsom and @JerryBrownGov take @realDonaldTrump to the WalMart parking lot in Chico.  #CampFire #CaliforniaFires,0.002412482041975617,0,18,0,0,1,0,0,1,2
9.0,Solymar,1phototeach,RT @lourdesgnavarro: Just had an incredibly emotional conversation with a rescue worker in California for @NPRWeekend . The human toll of t…,0.002412482041975617,0,21,0,0,1,0,0,1,0
323.0,A FELLOW AMERICAN!,1sonny12,"RT @LVNancy: Proof #Trump is right about #CaliforniaFires wish we could Rake Dim's away🔥

𝟏】Mismanagement &amp;🦉 Protection has literally burne…",0.014543680863094453,0,20,0,0,3,0,0,1,2
1026.0,A FELLOW AMERICAN!,1sonny12,"RT @love2godown21: Every picture tells a story: The #CaliforniaFires are tragic.
This photo has a purpose. 
WHAT EXACTLY DID YOU TWO KNUCKL…",0.014543680863094453,0,22,0,0,3,0,0,1,1
1.0,Bob Jackson,1st_infantry,"Conspiracists Blame California Fires on Airborne Laser Guns

https://t.co/TG4QsybLNC

#qanon #maga #WWG1WGA #CaliforniaFires",0.1803620375417544,0,13,0,0,1,1,0,0,4
2.0,Bob Jackson,1st_infantry,"God help us!
A look at Trump’s ‘A-plus’ weekend: Finnish leaf-raking, 'Pleasure,’ Calif., and Adam ‘Schitt’

https://t.co/dkmgnJtH7J

#QAnon #MAGA #WWG1WGA William McRaven #CaliforniaFires 
Adam Schiff",0.1803620375417544,0,25,0,1,1,0,0,0,4
9.0,Bob Jackson,1st_infantry,"Good Lord.

#qanon #maga #WWG1WGA #CaliforniaFires https://t.co/o3lDDvFDv9",0.1803620375417544,0,7,0,0,1,0,0,0,4
1.0,Bob Jackson,1st_infantry,"Illuminati, government, lasers: California fire conspiracy theories are wild — and wildly implausible

 https://t.co/y3WShcRUYx

#qanon #maga #WWG1WGA #CaliforniaFires",0.1803620375417544,0,18,0,0,1,0,0,0,4
2.0,Bob Jackson,1st_infantry,"Trump suggests proper raking might have spared California from its wildfires

https://t.co/UhuuaJbtmT

#qanon #maga #WWG1WGA #CaliforniaFires",0.1803620375417544,0,16,0,0,1,0,0,0,4
94.0,Can we be serious,1wetagain,"RT @risetoflyy: #CaliforniaFires #DEWs 
The fires 🔥 are not organic nor are they FOREST FIRES the trees 🌲 don’t burn but homes buildings ca…",0.007724054879521962,0,24,0,0,1,0,0,1,2
8.0,#WORLD NEWS24,1worldnews247,RT @ChinaDaily: Searchers looking for the remains of victims of the wildfire that destroyed the Northern California town of Paradise said s…,0.03657805288858329,0,22,0,0,4,0,0,1,0
83.0,G Lynda CHILL *I need a vacation*,2017Gamora,"RT @IndivisibleVent: HELP
💠#Georgia get a GOOD Sec of State, like John Barrow. Really, It's crazy there. 
💠#BlackLivesMatter verify that vo…",0.42020504633925215,0,21,0,0,4,0,0,1,2
40.0,G Lynda CHILL *I need a vacation*,2017Gamora,"RT @Jr3597: 🔥🆕 Find 11/19 
.@helpamotherout is accepting #donations for #CaliforniaFires #DisasterRelief 

100% of donations are used to bu…",0.42020504633925215,0,19,0,0,4,0,0,1,3
159.0,G Lynda CHILL *I need a vacation*,2017Gamora,"RT @MissNyetTrump: 🔥📢 If you’re near a fire zone, pls remember many wild animals have lost their home 🦌

Bring domestic pets in at night +…",0.42020504633925215,0,26,0,0,4,0,0,1,0
6.0,#FreeInfowars ❌ 🇺🇸,2029itstarts,RT @Irie_Eyez_: A picture is worth a thousand words... 💔Continued Prayers to everyone that was / is / and will be affected. There is no wor…,0.001725457650971877,0,24,0,0,4,0,0,1,0
67.0,#FreeInfowars ❌ 🇺🇸,2029itstarts,RT @StevePieczenik: SumInfohere https://t.co/6EwT2P4Nl7 #wildfires #CaliforniaFires #CaliforniaWildfires #DEW #DEWs #LockheedMartin WTH? #w…,0.001725457650971877,0,12,1,0,4,0,0,1,7
87.0,LoriAM,21sunshine64,"RT @LauraRoslin2017: Hey, kid! When you get done with the lawn I’m gonna need you to go out to California and rake the forests. That’s what…",0.003134129284123964,0,26,0,1,4,0,0,1,0
17.0,Wm.,22EMT22,RT @Cal_OES: A special #thankyou again to @raleys for your generous food donations to our hardworking folks at the @Cal_OES #StateOperation…,0.002234495190461976,0,21,0,0,4,0,0,1,2
47.0,Karen,23YearNavyVet,"RT @citizenservant: Hey #CaliforniaFires according to Trump all you need is a bigger rake. 

I’ll go with scientists like @MichaelEMann who…",0.0038317559975942547,0,21,0,0,2,0,0,1,1
82.0,SuperEliteTigress2420,2420Tigress,"RT @realdanjordan: ...THIS IS NOT OKAY
Photo of a tent camp set up for victims of the #CaliforniaFires who have lost everything. The other…",0.09741389119048932,0,24,0,0,4,0,0,1,1
0.0,SuperEliteTigress2420,2420Tigress,Watch what happened at 3:08 in Vantage Point's broadcast: Jim Acosta is not invited #CNNFakeNews #CaliforniaFires #… https://t.co/s1zBVGjTXp,0.09741389119048932,0,18,0,0,4,0,0,0,3
30.0,ambmorrison,26aball,"RT @FMoniteau: Send the troops where they are needed - not for an election stunt.

#CaliforniaFires #AMJoy #SaturdayMorning #TheResistance…",0.007724054879521962,0,18,0,0,2,0,0,1,4
40.0,Kat A,26catsmum,"RT @KarenMKunkle: One more thought before bed...
Imagine if Trump had cared enough to save this neighborhood in Paradise, #California, inst…",0.15990913252190533,0,21,0,0,2,0,0,1,1
8470.0,anaza_29,29Anaza,RT @chingon_m: Immigrants in California are working in the fields during the #CaliforniaFires https://t.co/eMWPMN7Iwo,0.14157391067567082,0,14,0,0,2,0,0,1,1
2.0,❄Alt-Maybe This Year🌊,2B_Painfree,"@WhiteHouse @realDonaldTrump What useless item is he bringing today Play-Doh or paper towels?

#campfire #WoolseyFire #CaliforniaFires",0.004775575529426348,0,16,1,0,1,0,0,0,3
64.0,2BarkingWesties,2BarkingWesties,"RT @CFACT: To all the firefighters in California, THANK YOU #CampFire #CaliforniaFires https://t.co/cKYD7HEshW",0.0015543510151536995,0,13,0,0,1,0,0,1,2
101.0,Legal Conservative,2BeConservative,"RT @WeSupport45: We demand a complete audit of the $6 Billion in @FEMA money sent to California since 2005 @realDonaldTrump 
We know @Jerry…",0.014543680863094453,0,23,0,0,1,0,0,1,0
215.0,3handsomesons,2handsomesons1,"RT @aaporau: In central Helsinki, an illuminated sign reminds us of our duty to rake. #rakenews #finland #californiafires https://t.co/XlYe…",0.011259346570646776,0,19,0,0,2,0,0,1,3
1266.0,أم شهد,2lBrFZIQ5SfPami,"RT @KindleindaWind: If anyone sees Laurie Clark of Paradise, CA and her eight year-old daughter, please get them to safety and let her noti…",0.7405226576973513,0,24,0,0,2,0,0,1,0
707.0,Linda Foote,2lfoote,RT @KarimaPacha: Apocalypse now #CaliforniaFires #California https://t.co/T5xTWnSxuo,0.01890441675865133,0,7,0,0,1,0,0,1,2
34.0,350Marin,350_marin,"RT @ConsumerWD: CA has ignored the link b/t the fossil fuel industry &amp; climate-fueled #CaliforniaFires for too long. Our leaders, from @Gav…",0.003456537504174769,0,22,0,0,3,0,0,1,1
143.0,Who’s programming us?,3NorthGates,"RT @LionelMedia: Do you believe the official narrative that #CaliforniaFires are being started, fueled, spread and originate ""innocently"" t…",0.046773782504080826,0,19,0,0,1,0,0,1,1
1.0,Senator Amidala,3jindismay,@JCrongeyer That's hilarious Brown and Newsom have got to be having a hard time keeping a straight face. Seriously? Raking the forest will stop the wildfires. What an idiot. #CaliforniaFires,0.008750694009244317,0,30,1,0,1,0,0,0,1
366.0,Senator Amidala,3jindismay,RT @BrighidWood: Sports matter. #CaliforniaFires #campfire https://t.co/vrJy4O1UoT,0.008750694009244317,0,7,0,0,1,0,0,1,2
30.0,Senator Amidala,3jindismay,RT @HB_Huddle: US Military should be redeployed from the US-Mexico border immediately. Help needed in California!#California #CaliforniaFir…,0.008750694009244317,0,17,0,1,1,0,0,1,2
17.0,Senator Amidala,3jindismay,RT @HelpParadise: The #CampFire is a major humanitarian crisis. The entire country must mobilize to provide shelter and assistance for thos…,0.008750694009244317,0,21,0,0,1,0,0,1,1
522.0,Senator Amidala,3jindismay,"RT @JerryBrownGov: We can’t avoid catastrophe but we can prepare for it, we can recover from it – and we will. #CaliforniaFires https://t.c…",0.008750694009244317,0,23,0,0,1,0,1,1,1
16.0,Senator Amidala,3jindismay,RT @MembrereE: New fire #southbound101 #Healdsburg #CaliforniaFires #fire https://t.co/ErhQiZMIgu,0.008750694009244317,0,9,0,0,1,0,0,1,4
171.0,Senator Amidala,3jindismay,RT @MorgansTalks: Thank you to the people working to save people and animals during the #CaliforniaFires . Stay safe 🙏 https://t.co/HZfPuWk…,0.008750694009244317,0,20,0,0,1,0,0,1,1
101.0,Senator Amidala,3jindismay,RT @ec5coat: @DanRather @NBCNews @CBSNews @ABC @CNN @MSNBC why don’t the #CaliforniaFires get the same or greater level of coverage as majo…,0.008750694009244317,0,22,0,0,1,0,0,1,1
665.0,Senator Amidala,3jindismay,"RT @msmacb: This really can’t be emphasized enough. Close to 1000 people are likely dead from this one fire alone, thousands more are homel…",0.008750694009244317,0,24,0,0,1,0,0,1,0
1.0,🎼 Mo♫ika ♬aria,3mausimhaus,"How to protect #California from #fires:
- Move California to a cold area. Preferably the North Pole.
- Plant forests
- Wait until the trees have grown (will take very long)
- Rake and clean the floors

#Trump #CaliforniaFires #CaliforniaFire #Finland https://t.co/4H72F5UFuG",0.002618313192043197,0,38,0,0,1,0,1,1,6
535.0,3nigma777,3nigma777,RT @mgmommy: Disabled woman with her service dog needs housing after losing her home in #CaliforniaFires. If you have a room or a trailer t…,0.004775575529426348,0,25,0,0,4,0,0,1,1
13.0,HardHat 417,417craig,RT @cravecreative: What do the #WTC fires and #CaliforniaFires have in common? Molten steel? White dust? What happened to the vehicles surr…,0.006043447046002242,0,22,3,0,3,0,0,1,2
190.0,Greg C,4199gdc,RT @KristySwansonXO: Thank you Mr. President for coming to my home State of #California I am personally grateful @realDonaldTrump  #POTUS45…,0.003456537504174769,0,20,0,0,4,0,0,1,2
433.0,George Minor,448f011ed441459,"RT @ProDanielSamba: If you stop questioning you certainly stop living!
The magic forest fire that SKIPS OVER the forest to Only Burn houses…",0.03657805288858329,0,23,0,1,12,0,0,1,0
10.0,George Minor,448f011ed441459,"RT @chrischilders6: @realDonaldTrump @GOP  @DNC 
This is sad that our politicians care more about illegals seeking Asylum than our own citi…",0.03657805288858329,0,21,0,0,12,0,0,1,0
1026.0,George Minor,448f011ed441459,"RT @love2godown21: Every picture tells a story: The #CaliforniaFires are tragic.
This photo has a purpose. 
WHAT EXACTLY DID YOU TWO KNUCKL…",0.03657805288858329,0,22,0,0,12,0,0,1,1
41.0,David Williamson,47thIndiana,"RT @Jr3597: 🔥 11/17 #Update #CampFire #CaliforniaFires #WoolseyFire
#SoCalFiresJamesWoods
#CampFireJamesWoods #MalibuFire #ParadiseFire

#I…",0.011259346570646776,0,13,0,0,2,0,0,1,9
405.0,David Williamson,47thIndiana,"RT @activist360: 'Americas's president is a blithering idiot': Finns ruthlessly mock climate denying, dim-bulb dictator Trump’s claims they…",0.011259346570646776,0,18,0,0,2,0,1,1,0
808.0,Eligeo,49geobet,"RT @AmicaAli: Tweet Question: 

If you were #Walmart and had victims of the #CaliforniaFires camped out in your parking lot, what would you…",0.007724054879521962,0,23,0,0,2,0,0,1,2
230.0,Hurongirl,49november,"RT @RichardAngwin: Trump visited California and said they need to rake their forests like they do in Finland to prevent fires.

SERIOUSLY…",0.009922300094567935,0,22,0,0,2,0,0,1,0
1026.0,MICHELLE 🌎,4AllSoulKind,"RT @love2godown21: Every picture tells a story: The #CaliforniaFires are tragic.
This photo has a purpose. 
WHAT EXACTLY DID YOU TWO KNUCKL…",0.007724054879521962,0,22,0,0,1,0,0,1,1
60.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @Jr3597: 1/5
🔥11/18 #UPDATE #INFO
This is the best list I've seen for #Donations &amp; #Volunteering to help #CampFire Survivors

See list o…",0.003456537504174769,0,24,0,0,1,0,0,1,5
4.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @Jr3597: Thank you, .@SierraNevada for your continuing support of your community 💜 

#LeadingByExample #CaliforniaFires #CampFire #CampF…",0.003456537504174769,0,17,0,0,1,0,0,1,4
43.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @Jr3597: 🔥 11/17 #Update #CampFire
#WoolseyFire #CaliforniaFires
#ParadiseFire #MalibuFire
#SoCalFiresJamesWoods
#CampFireJamesWoods

#R…",0.003456537504174769,0,13,0,0,1,0,0,1,9
28.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @Jr3597: 🔥 11/17 Norovirus outbreak at some #Shelters housing Survivors of #CampFire

Can you help with hand sanitizer and/or wipes? 
.@…",0.003456537504174769,0,22,1,0,1,0,0,1,2
12.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @MissNyetTrump: 🔥🎙️Wonderful initiative from @PachamamaCoffee - Fundraiser concert this Tuesday @ 8pm.

Pachamama Coffee
919 20th St
Sac…",0.003456537504174769,0,17,0,0,1,0,0,1,0
159.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @MissNyetTrump: 🔥📢 If you’re near a fire zone, pls remember many wild animals have lost their home 🦌

Bring domestic pets in at night +…",0.003456537504174769,0,26,0,0,1,0,0,1,0
9.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @MissNyetTrump: 🔥📢 Info below on what @NVCF has done so far to help those affected by the #CaliforniaFires and how to donate ↷

👩🏽‍💻 htt…",0.003456537504174769,0,26,0,0,1,0,0,1,1
723.0,Michele 🏀⚾️49ers Faithful Family Since 1946🏈,4GenSFFanFam,"RT @pilarwish: THREAD:  how to help wildfire efforts.  Because of my background, I’ve been asked for my recommendations of best orgs to hel…",0.003456537504174769,0,23,0,0,1,0,0,1,0
0.0,"Advocates for Human Potential, Inc.",4HumanPotential,"The Bay Area Air Quality Management District agency is urging residents to stay inside with windows and doors closed. But for San Francisco’s thousands of homeless people, this is impossible. 
#californiafires #housing #homelessness #naturaldisasters
https://t.co/SFcvj19WHz",0.07583235670880943,0,35,0,0,1,0,0,0,4
553.0,Foreclosure Nation,4closureNation2,"RT @mozuckerman: Hey @RepBarbaraLee, I’m honored to have you represent me in Oakland.

76 are dead and 1300+ missing from the #CaliforniaFi…",0.002234495190461976,0,22,0,0,2,0,0,1,1
379.0,JForest,4est2J,"RT @larryelder: ""Lack of sunspots could bring a 'Space Age record' for cold temperatures above Earth in a matter of months, NASA scientist…",0.046773782504080826,0,23,0,0,2,0,0,1,0
3.0,Brette O'Connell,4n6rules,RT @greennomad61: Horrible thing for #Trump to say when over 1000 people are missing and hundreds dead in #CaliforniaFires . He KNOWS but j…,0.0020801266669107613,0,23,0,0,2,0,0,1,2
25.0,Brette O'Connell,4n6rules,"RT @greennomad61: To help #Animals affected by #CaliforniaFires ⤵

The #LosAngelesCounty Animal Care Foundation helps provide shelter to an…",0.0020801266669107613,0,19,0,0,2,0,0,1,3
17.0,Brette O'Connell,4n6rules,"RT @greennomad61: To help #animals ⤵ #CaliforniaFires
Humane Society of #VenturaCounty is a private #nonprofit (unaffiliated with the HSUS)…",0.0020801266669107613,0,19,0,0,2,0,0,1,4
19.0,Ronald Mark Thomas #Resists 🇺🇸  🌊 🏳️‍🌈  🇨🇦,4ronthomas,"RT @Bill_Maxwell_: Here's How To Help Those Affected By The California Wildfires.
#CampFire #CaliforniaFires https://t.co/eTwv4OxoaC",0.14157391067567082,0,15,0,0,1,0,0,1,2
9.0,Ronald Mark Thomas #Resists 🇺🇸  🌊 🏳️‍🌈  🇨🇦,4ronthomas,RT @askboomer1949: How many global warming enhanced disasters will it take for the regressives in this country to value the lives of their…,0.14157391067567082,0,23,0,0,1,0,0,1,0
19.0,Minna,50Camels,RT @TommyFlanagan: @NBCNews He’s keeping himself busy! Don’t forget to rake the pines doni #CaliforniaFires #Woolseyfires death and destruc…,0.0014828129117616376,0,19,0,1,2,0,0,1,2
